original_ts,mongo_id
1757170281.907409,6907e436b54f73f5e436371b
1757167916.920819,6907e436b54f73f5e436371c
1757167399.196099,6907e436b54f73f5e436371d
1757162529.439409,6907e436b54f73f5e436371e
1757162403.540849,6907e436b54f73f5e436371f
1757160829.756939,6907e436b54f73f5e4363720
1757160506.802239,6907e436b54f73f5e4363721
1757157313.026379,6907e436b54f73f5e4363722
1757134978.439479,6907e436b54f73f5e4363723
1757130210.973229,6907e436b54f73f5e4363724
1757129923.111569,6907e436b54f73f5e4363725
1757118499.672699,6907e436b54f73f5e4363726
1757101518.164729,6907e436b54f73f5e4363727
1757091044.855169,6907e436b54f73f5e4363728
1757089731.130149,6907e436b54f73f5e4363729
1757089648.987759,6907e436b54f73f5e436372a
1757089475.761049,6907e436b54f73f5e436372b
1757087826.136059,6907e436b54f73f5e436372c
1757086796.863979,6907e436b54f73f5e436372d
1757086513.803149,6907e436b54f73f5e436372e
1757086507.967939,6907e436b54f73f5e436372f
1757084016.868099,6907e436b54f73f5e4363730
1757083233.687149,6907e436b54f73f5e4363731
1757082573.833929,6907e436b54f73f5e4363732
1757047219.899369,6907e436b54f73f5e4363733
1757045456.215139,6907e436b54f73f5e4363734
1757045385.728699,6907e436b54f73f5e4363735
1757045351.323449,6907e436b54f73f5e4363736
1757045332.539569,6907e436b54f73f5e4363737
1757045038.606459,6907e436b54f73f5e4363738
1756981706.501019,6907e436b54f73f5e4363739
1756981626.173619,6907e436b54f73f5e436373a
1756961488.570579,6907e436b54f73f5e436373b
1756961441.880569,6907e436b54f73f5e436373c
1756961413.051639,6907e436b54f73f5e436373d
1756961267.270169,6907e436b54f73f5e436373e
1756961186.346339,6907e436b54f73f5e436373f
1756891974.811949,6907e436b54f73f5e4363740
1756872002.344639,6907e436b54f73f5e4363741
1756807643.615489,6907e436b54f73f5e4363742
1756800676.332419,6907e436b54f73f5e4363743
1756800669.392849,6907e436b54f73f5e4363744
1756799483.370219,6907e436b54f73f5e4363745
1756799001.693439,6907e436b54f73f5e4363746
1756798952.180339,6907e436b54f73f5e4363747
1756708558.217279,6907e436b54f73f5e4363748
1756702958.472099,6907e436b54f73f5e4363749
1756701618.618569,6907e436b54f73f5e436374a
1756700950.647589,6907e436b54f73f5e436374b
1756626630.518249,6907e436b54f73f5e436374c
1756626568.257619,6907e436b54f73f5e436374d
1756575259.974569,6907e436b54f73f5e436374e
1756474578.388069,6907e436b54f73f5e436374f
1756444005.551489,6907e436b54f73f5e4363750
1756443048.921319,6907e436b54f73f5e4363751
1756280425.520829,6907e436b54f73f5e4363752
1756279852.783599,6907e436b54f73f5e4363753
1756192250.359419,6907e436b54f73f5e4363754
1755972904.582179,6907e436b54f73f5e4363755
1755934707.564979,6907e436b54f73f5e4363756
1755934367.325289,6907e436b54f73f5e4363757
1755934280.567849,6907e436b54f73f5e4363758
1755796437.430299,6907e436b54f73f5e4363759
1755794420.514469,6907e436b54f73f5e436375a
1755794370.983779,6907e436b54f73f5e436375b
1755794351.109779,6907e436b54f73f5e436375c
1755794343.191689,6907e436b54f73f5e436375d
1755754703.620499,6907e436b54f73f5e436375e
1755714298.340049,6907e436b54f73f5e436375f
1755678938.352269,6907e436b54f73f5e4363760
1755678867.301479,6907e436b54f73f5e4363761
1755420243.430169,6907e436b54f73f5e4363762
1755253195.035199,6907e436b54f73f5e4363763
1755228635.979619,6907e436b54f73f5e4363764
1755154181.209709,6907e436b54f73f5e4363765
1755111220.644299,6907e436b54f73f5e4363766
1755081049.635749,6907e436b54f73f5e4363767
1755007679.457979,6907e436b54f73f5e4363768
1754679812.090249,6907e436b54f73f5e4363769
1754582038.377969,6907e436b54f73f5e436376a
1752987173.754919,6907e436b54f73f5e436376b
1752862631.486179,6907e436b54f73f5e436376c
1752861933.294679,6907e436b54f73f5e436376d
1752732094.185689,6907e436b54f73f5e436376e
1747842982.630389,6907e436b54f73f5e436376f
1747123261.775109,6907e436b54f73f5e4363770
1746520821.747599,6907e436b54f73f5e4363771
1746520673.739659,6907e436b54f73f5e4363772
1746458988.341279,6907e436b54f73f5e4363773
1745762636.085509,6907e436b54f73f5e4363774
1745606178.376659,6907e436b54f73f5e4363775
1745502728.678969,6907e436b54f73f5e4363776
1745496589.693449,6907e436b54f73f5e4363777
1745496571.409749,6907e436b54f73f5e4363778
1745209145.147999,6907e436b54f73f5e4363779
1745205306.497449,6907e436b54f73f5e436377a
1745094674.244299,6907e436b54f73f5e436377b
1745069298.471099,6907e436b54f73f5e436377c
1744708052.219239,6907e436b54f73f5e436377d
1743666809.119699,6907e436b54f73f5e436377e
1743504900.875019,6907e436b54f73f5e436377f
1743504878.300699,6907e436b54f73f5e4363780
1743504738.483619,6907e436b54f73f5e4363781
1743502037.911789,6907e436b54f73f5e4363782
1743287480.673059,6907e436b54f73f5e4363783
1741947132.163099,6907e436b54f73f5e4363784
1741921980.255119,6907e436b54f73f5e4363785
1741775168.443979,6907e436b54f73f5e4363786
1741774828.105109,6907e436b54f73f5e4363787
1741443893.768019,6907e436b54f73f5e4363788
1741436509.172669,6907e436b54f73f5e4363789
1741436501.670969,6907e436b54f73f5e436378a
1741436499.406329,6907e436b54f73f5e436378b
1741339019.175749,6907e436b54f73f5e436378c
1741339010.982759,6907e436b54f73f5e436378d
1741339004.372079,6907e436b54f73f5e436378e
1741255837.117909,6907e436b54f73f5e436378f
1741255530.446469,6907e436b54f73f5e4363790
1741252550.137509,6907e436b54f73f5e4363791
1740806047.354789,6907e436b54f73f5e4363792
1740313322.497699,6907e436b54f73f5e4363793
1740239990.076189,6907e436b54f73f5e4363794
1739636872.521949,6907e436b54f73f5e4363795
1739626194.272929,6907e436b54f73f5e4363796
1735545212.103479,6907e436b54f73f5e4363797
1732037664.243779,6907e436b54f73f5e4363798
1731223464.583559,6907e436b54f73f5e4363799
1730958757.288279,6907e436b54f73f5e436379a
1730817800.730099,6907e436b54f73f5e436379b
1730402574.239419,6907e436b54f73f5e436379c
1729684672.720939,6907e436b54f73f5e436379d
1729684572.679359,6907e436b54f73f5e436379e
1729229057.617439,6907e436b54f73f5e436379f
1728381897.511529,6907e436b54f73f5e43637a0
1728381883.759089,6907e436b54f73f5e43637a1
1728381866.156859,6907e436b54f73f5e43637a2
1727964777.782289,6907e436b54f73f5e43637a3
1727373402.157479,6907e436b54f73f5e43637a4
1727113704.032639,6907e436b54f73f5e43637a5
1726750547.153079,6907e436b54f73f5e43637a6
1726409939.033849,6907e436b54f73f5e43637a7
1726160898.037799,6907e436b54f73f5e43637a8
1726066092.916749,6907e436b54f73f5e43637a9
1726066083.898409,6907e436b54f73f5e43637aa
1726057631.954709,6907e436b54f73f5e43637ab
1726054037.442399,6907e436b54f73f5e43637ac
1726050249.042889,6907e436b54f73f5e43637ad
1726045964.511449,6907e436b54f73f5e43637ae
1725731224.498049,6907e436b54f73f5e43637af
1725731204.110979,6907e436b54f73f5e43637b0
1725731195.450499,6907e436b54f73f5e43637b1
1725731191.955779,6907e436b54f73f5e43637b2
1725731185.801209,6907e436b54f73f5e43637b3
1725731182.580979,6907e436b54f73f5e43637b4
1725731088.763949,6907e436b54f73f5e43637b5
1725635609.582289,6907e436b54f73f5e43637b6
1724876992.035179,6907e436b54f73f5e43637b7
1724756345.879959,6907e436b54f73f5e43637b8
1724383004.532599,6907e436b54f73f5e43637b9
1724360470.089089,6907e436b54f73f5e43637ba
1724360338.825829,6907e436b54f73f5e43637bb
1724304542.418689,6907e436b54f73f5e43637bc
1724304515.591239,6907e436b54f73f5e43637bd
1724256620.816029,6907e436b54f73f5e43637be
1724222404.969409,6907e436b54f73f5e43637bf
1724179563.828499,6907e436b54f73f5e43637c0
1724138285.200199,6907e436b54f73f5e43637c1
1724007233.042579,6907e436b54f73f5e43637c2
1724007212.135609,6907e436b54f73f5e43637c3
1723985986.100119,6907e436b54f73f5e43637c4
1723739248.051349,6907e436b54f73f5e43637c5
1723739243.715679,6907e436b54f73f5e43637c6
1723658081.506019,6907e436b54f73f5e43637c7
1723631786.357339,6907e436b54f73f5e43637c8
1723320565.854799,6907e436b54f73f5e43637c9
1723292064.441869,6907e436b54f73f5e43637ca
